repo_name,model,context_variant,judge_model,total_facts,covered_strict,covered_lenient,oracle_coverage_strict,oracle_coverage_lenient,judge_coverage_score,judge_coverage_judged,total_candidates,supported,unsupported,oracle_unsupported_rate,input_tokens,output_tokens,latency_ms,per_category_strict,per_category_lenient,rule_histogram,unsupported_samples
node-express-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,57,42,45,0.7368,0.7895,1.0,1,1,0,1,1.0,1031,249,27337,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}","[""Node.js""]"
express-mongoose-es6-rest-api,qwen2.5-coder:7b,raw,mistral:7b-instruct,44,17,17,0.3864,0.3864,1.0,1,2,1,1,0.5,3790,128,86854,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4412, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4412, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 15}","[""Node.js""]"
express-mongoose-es6-rest-api,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,44,36,36,0.8182,0.8182,1.0,1,2,1,1,0.5,644,288,31367,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 34}","[""Node.js""]"
express-mongoose-es6-rest-api,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,44,36,36,0.8182,0.8182,1.0,1,1,0,1,1.0,708,276,29400,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 34}","[""Node.js""]"
express-rest-boilerplate,qwen2.5-coder:7b,raw,mistral:7b-instruct,57,11,11,0.193,0.193,1.0,1,2,1,1,0.5,6238,109,75150,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.225, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.225, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 9}","[""Node.js""]"
express-rest-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,57,42,42,0.7368,0.7368,1.0,1,2,1,1,0.5,984,261,28340,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}","[""Node.js""]"
express-rest-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,57,42,42,0.7368,0.7368,1.0,1,2,1,1,0.5,982,264,29607,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,qwen2.5-coder:7b,raw,mistral:7b-instruct,63,9,16,0.1429,0.254,1.0,1,2,1,1,0.5,5908,99,70976,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.175, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.175, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 7, ""endpoint_path_only"": 7}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,63,42,49,0.6667,0.7778,1.0,1,2,1,1,0.5,3971,287,43342,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 7}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,63,42,49,0.6667,0.7778,1.0,1,1,0,1,1.0,1954,300,36475,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 7}","[""Node.js""]"
rest-api-nodejs-mongodb,qwen2.5-coder:7b,raw,mistral:7b-instruct,33,9,10,0.2727,0.303,1.0,1,2,1,1,0.5,5636,120,86049,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3333, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3333, ""Endpoint"": 0.1}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 7, ""endpoint_path_only"": 1}","[""Node.js""]"
rest-api-nodejs-mongodb,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,33,23,24,0.697,0.7273,1.0,1,2,1,1,0.5,597,171,19104,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 21, ""endpoint_path_only"": 1}","[""Node.js""]"
rest-api-nodejs-mongodb,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,33,23,24,0.697,0.7273,1.0,1,1,0,1,1.0,694,151,15185,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 21, ""endpoint_path_only"": 1}","[""Node.js""]"
express-sequelize-api-boilerplate,qwen2.5-coder:7b,raw,mistral:7b-instruct,37,12,12,0.3243,0.3243,1.0,1,2,1,1,0.5,5019,142,81859,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3333, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3333, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10}","[""Node.js""]"
express-sequelize-api-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,37,32,33,0.8649,0.8919,1.0,1,8,7,1,0.125,796,214,22664,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 30, ""endpoint_path_only"": 1}","[""Node.js""]"
express-sequelize-api-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,37,32,33,0.8649,0.8919,1.0,1,7,6,1,0.1429,741,205,20672,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 30, ""endpoint_path_only"": 1}","[""Node.js""]"
api-design-node-v3,qwen2.5-coder:7b,raw,mistral:7b-instruct,52,12,18,0.2308,0.3462,1.0,1,2,1,1,0.5,3608,124,85959,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2778, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2778, ""Endpoint"": 0.4286}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10, ""endpoint_path_only"": 6}","[""Node.js""]"
api-design-node-v3,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,52,35,47,0.6731,0.9038,1.0,1,7,6,1,0.1429,819,223,24330,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9167, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9167, ""Endpoint"": 0.8571}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 33, ""endpoint_path_only"": 12}","[""Node.js""]"
api-design-node-v3,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,52,38,50,0.7308,0.9615,1.0,1,6,5,1,0.1667,777,239,25984,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.8571}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 36, ""endpoint_path_only"": 12}","[""Node.js""]"
nestjs-realworld-example-app,qwen2.5-coder:7b,raw,mistral:7b-instruct,82,10,11,0.122,0.1341,1.0,1,3,3,0,0.0,5781,108,43306,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.25, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.25, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 8, ""endpoint_path_only"": 1}",[]
nestjs-realworld-example-app,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,82,34,35,0.4146,0.4268,1.0,1,10,10,0,0.0,1183,214,27122,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
nestjs-realworld-example-app,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,82,34,35,0.4146,0.4268,1.0,1,10,10,0,0.0,1058,223,25740,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
nestjs-prisma-starter,qwen2.5-coder:7b,raw,mistral:7b-instruct,76,15,18,0.1974,0.2368,1.0,1,7,7,0,0.0,6031,161,67143,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.325, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.325, ""Endpoint"": 0.5, ""Class/Service"": 0.0625}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 13, ""endpoint_path_only"": 1, ""class_exact_ci"": 2}",[]
nestjs-prisma-starter,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,76,41,45,0.5395,0.5921,1.0,1,24,24,0,0.0,1517,308,38080,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.5, ""Class/Service"": 0.0625}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 39, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1, ""class_exact_ci"": 2}",[]
nestjs-prisma-starter,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,76,24,27,0.3158,0.3553,1.0,1,12,12,0,0.0,1119,182,21177,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.55, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.55, ""Endpoint"": 0.5, ""Class/Service"": 0.0625}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 22, ""endpoint_path_only"": 1, ""class_exact_ci"": 2}",[]
nestjs-boilerplate,qwen2.5-coder:7b,raw,mistral:7b-instruct,106,15,17,0.1415,0.1604,1.0,1,7,7,0,0.0,5664,163,61294,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.325, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.35, ""Endpoint"": 0.0417, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 13, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1}",[]
nestjs-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,106,37,38,0.3491,0.3585,0.8208,1,14,14,0,0.0,6716,369,68009,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.875, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.875, ""Endpoint"": 0.0417, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 35, ""endpoint_path_only"": 1}",[]
nestjs-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,106,23,24,0.217,0.2264,1.0,1,9,9,0,0.0,3260,181,28183,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.525, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.525, ""Endpoint"": 0.0417, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 21, ""endpoint_path_only"": 1}",[]
ack-nestjs-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,122,9,12,0.0738,0.0984,0.0,0,40,32,8,0.2,0,0,887847,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.2, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.25, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_abbrev"": 1, ""dep_exact"": 8, ""dep_scope_and_sub"": 2}","[""@firebase/app"", ""@firebase/auth"", ""@firebase/firestore"", ""@firebase/functions"", ""@firebase/messaging"", ""@firebase/performance"", ""@firebase/storage"", ""@firebase/util""]"
ack-nestjs-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,122,42,42,0.3443,0.3443,1.0,1,58,58,0,0.0,4098,769,110913,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}",[]
awesome-nest-boilerplate,qwen2.5-coder:7b,raw,mistral:7b-instruct,94,10,10,0.1064,0.1064,1.0,1,5,5,0,0.0,6235,176,70923,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 8}",[]
awesome-nest-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,94,42,42,0.4468,0.4468,1.0,1,48,48,0,0.0,3967,699,96407,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}",[]
awesome-nest-boilerplate,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,94,10,13,0.1064,0.1383,1.0,1,3,3,0,0.0,2350,152,21464,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.275, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 8, ""dep_scope_and_sub"": 3}",[]
domain-driven-hexagon,qwen2.5-coder:7b,raw,mistral:7b-instruct,85,19,22,0.2235,0.2588,1.0,1,6,6,0,0.0,5809,161,74246,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.425, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.425, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 17, ""endpoint_path_only"": 3}",[]
domain-driven-hexagon,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,85,42,45,0.4941,0.5294,1.0,1,21,21,0,0.0,3187,323,46208,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}",[]
domain-driven-hexagon,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,85,42,45,0.4941,0.5294,1.0,1,21,21,0,0.0,1855,320,37214,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}",[]
nestjs-recipe,qwen2.5-coder:7b,raw,mistral:7b-instruct,66,14,15,0.2121,0.2273,1.0,1,5,5,0,0.0,4100,119,61866,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 12, ""class_exact_ci"": 1}",[]
nestjs-recipe,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,66,41,42,0.6212,0.6364,1.0,1,18,18,0,0.0,1065,269,29289,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 39, ""class_exact_ci"": 1}",[]
nestjs-recipe,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,66,19,19,0.2879,0.2879,1.0,1,8,8,0,0.0,868,129,13304,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 16, ""class_exact_cs"": 1}",[]
nestjs-starter-rest-api,qwen2.5-coder:7b,raw,mistral:7b-instruct,95,10,13,0.1053,0.1368,0.5368,1,4,4,0,0.0,5855,115,64735,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.225, ""Endpoint"": 0.0769, ""Class/Service"": 0.025}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 8, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1, ""class_exact_ci"": 1}",[]
nestjs-starter-rest-api,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,95,40,42,0.4211,0.4421,0.4737,1,22,22,0,0.0,2674,326,43695,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.95, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.95, ""Endpoint"": 0.0769, ""Class/Service"": 0.025}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 38, ""endpoint_path_only"": 1, ""class_exact_ci"": 1}",[]
nestjs-starter-rest-api,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,95,26,29,0.2737,0.3053,0.4421,1,8,8,0,0.0,1615,238,27911,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.6, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.625, ""Endpoint"": 0.0769, ""Class/Service"": 0.025}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 24, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1, ""class_exact_ci"": 1}",[]
clean-architecture-nestJS,qwen2.5-coder:7b,raw,mistral:7b-instruct,81,9,10,0.1111,0.1235,0.0,0,4,4,0,0.0,5150,108,85664,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2188, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2188, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 7, ""endpoint_path_only"": 1}",[]
clean-architecture-nestJS,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,81,34,35,0.4198,0.4321,1.0,1,14,14,0,0.0,1589,225,26890,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
clean-architecture-nestJS,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,81,34,35,0.4198,0.4321,1.0,1,14,14,0,0.0,1276,226,25476,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
awesome-nest-boilerplate,gemma2:9b,raw,mistral:7b-instruct,94,6,7,0.0638,0.0745,1.0,1,1,1,0,0.0,7386,173,175089,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.1, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.125, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_scope_and_sub"": 1, ""dep_exact"": 4}",[]
awesome-nest-boilerplate,gemma2:9b,dependency_graph,mistral:7b-instruct,94,42,42,0.4468,0.4468,1.0,1,50,50,0,0.0,5339,1025,369255,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}",[]
awesome-nest-boilerplate,gemma2:9b,knowledge_graph,mistral:7b-instruct,94,42,42,0.4468,0.4468,1.0,1,48,48,0,0.0,2808,831,296695,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}",[]
