repo_name,source_url,framework,model,context_variant,judge_model,self_judged,coverage_score,total_facts,missing_facts,missing_facts_list,coverage_judged,unmatched_verdict_items,unmatched_samples,hallucination_score,total_claims,unsupported_claims,hallucination_judged,elapsed_s,judged_at,error
nestjs-realworld-example-app,https://github.com/lujakob/nestjs-realworld-example-app,nestjs,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.0,82,0,[],0,0,[],0.4,5,"['JavaScript', 'mysql']",1,333.8,2026-08-27 19:39:42,
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,gemma2:9b,raw,mistral:7b-instruct,0,0.0132,76,75,"[""Framework: nestjs 10.1.0"", ""Language: typescript"", ""Dependency: @apollo/server"", ""Dependency: @devoxa/prisma-relay-cursor-connection"", ""Dependency: @nestjs/apollo"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/config"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/graphql"", ""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/passport"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: bcrypt"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: graphql"", ""Dependency: graphql-scalars"", ""Dependency: graphql-subscriptions"", ""Dependency: nestjs-prisma"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: reflect-metadata"", ""Dependency: rxjs"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @swc/cli"", ""Dependency: @swc/core"", ""Dependency: @types/bcrypt"", ""Dependency: @types/chance"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: chance"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Endpoint: GET /"", ""Endpoint: GET /hello/:name"", ""Class/Service: AppController"", ""Class/Service: AppModule"", ""Class/Service: AppResolver"", ""Class/Service: AppService"", ""Class/Service: AuthModule"", ""Class/Service: AuthResolver"", ""Class/Service: AuthService"", ""Class/Service: LoginInput"", ""Class/Service: RefreshTokenInput"", ""Class/Service: SignupInput"", ""Class/Service: GqlAuthGuard"", ""Class/Service: JwtStrategy"", ""Class/Service: Auth"", ""Class/Service: Token"", ""Class/Service: PasswordService"", ""Class/Service: PageInfo"", ""Class/Service: PaginationArgs"", ""Class/Service: GqlConfigService"", ""Class/Service: PostIdArgs"", ""Class/Service: UserIdArgs"", ""Class/Service: CreatePostInput"", ""Class/Service: PostOrder"", ""Class/Service: PostConnection"", ""Class/Service: Post"", ""Class/Service: PostsModule"", ""Class/Service: PostsResolver"", ""Class/Service: ChangePasswordInput"", ""Class/Service: UpdateUserInput"", ""Class/Service: User"", ""Class/Service: UsersModule"", ""Class/Service: UsersResolver"", ""Class/Service: UsersService""]",1,0,[],0.1667,6,['bcryptjs'],1,145.7,2026-08-27 19:45:16,
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.75,76,19,"[""Dependency: @types/chance"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: eslint-plugin-prettier"", ""Class/Service: ChangePasswordInput"", ""Class/Service: CreatePostInput"", ""Class/Service: LoginInput"", ""Class/Service: Post"", ""Class/Service: PostConnection"", ""Class/Service: PostIdArgs"", ""Class/Service: PostOrder"", ""Class/Service: PostsModule"", ""Class/Service: PostsResolver"", ""Class/Service: RefreshTokenInput"", ""Class/Service: SignupInput"", ""Class/Service: UpdateUserInput"", ""Class/Service: UserIdArgs""]",1,5,"[""prisma-dbml-generator"", ""ts-jest"", ""ts-loader"", ""ts-node"", ""tsconfig-paths""]",0.1429,7,['GraphQL API'],1,25.2,2026-08-27 19:47:42,
nestjs-prisma-starter,https://github.com/notiz-dev/nestjs-prisma-starter,nestjs,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.7632,76,18,"[""Dependency: @types/chance"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: graphql-scalars"", ""Dependency: graphql-subscriptions"", ""Dependency: nestjs-prisma"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: reflect-metadata"", ""Dependency: rxjs"", ""Language: typescript""]",1,9,"[""jest"", ""prettier"", ""prisma"", ""prisma-dbml-generator"", ""supertest""]",0.5,6,"['GraphQL-subscriptions', 'prisma-dbml-generator', 'prettier']",1,34.1,2026-08-27 19:48:07,
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,gemma2:9b,raw,mistral:7b-instruct,0,0.1321,106,92,"[""Framework: nestjs 11.1.18"", ""Language: typescript"", ""Dependency: @aws-sdk/client-s3"", ""Dependency: @aws-sdk/s3-request-presigner"", ""Dependency: @nestjs/config"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/mongoose"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: @nestjs/typeorm"", ""Dependency: @types/multer-s3"", ""Dependency: @types/prompts"", ""Dependency: apple-signin-auth"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: google-auth-library"", ""Dependency: handlebars"", ""Dependency: helmet"", ""Dependency: mongoose"", ""Dependency: mongoose-autopopulate"", ""Dependency: ms"", ""Dependency: multer"", ""Dependency: multer-s3"", ""Dependency: nestjs-i18n"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: passport-anonymous"", ""Dependency: passport-jwt"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: source-map-support"", ""Dependency: swagger-ui-express"", ""Dependency: typeorm"", ""Dependency: @commitlint/cli"", ""Dependency: @commitlint/config-conventional"", ""Endpoint: POST /auth/email/confirm"", ""Endpoint: POST /auth/email/confirm/new"", ""Endpoint: POST /auth/forgot/password"", ""Endpoint: POST /auth/reset/password"", ""Endpoint: GET /auth/me"", ""Endpoint: POST /auth/refresh"", ""Endpoint: POST /auth/logout"", ""Endpoint: PATCH /auth/me"", ""Endpoint: DELETE /auth/me"", ""Endpoint: POST /auth/apple/login"", ""Endpoint: POST /auth/facebook/login"", ""Endpoint: POST /auth/google/login"", ""Endpoint: POST /files/upload"", ""Endpoint: GET /files/:path"", ""Endpoint: GET /"", ""Endpoint: POST /users"", ""Endpoint: GET /users"", ""Endpoint: GET /users/:id"", ""Endpoint: PATCH /users/:id"", ""Endpoint: DELETE /users/:id"", ""Class/Service: AppModule"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: EnvironmentVariablesValidator"", ""Class/Service: AuthConfirmEmailDto"", ""Class/Service: AuthEmailLoginDto"", ""Class/Service: AuthForgotPasswordDto"", ""Class/Service: AuthRegisterLoginDto"", ""Class/Service: AuthResetPasswordDto"", ""Class/Service: AuthUpdateDto"", ""Class/Service: LoginResponseDto"", ""Class/Service: RefreshResponseDto"", ""Class/Service: AnonymousStrategy"", ""Class/Service: JwtRefreshStrategy"", ""Class/Service: JwtStrategy"", ""Class/Service: AuthAppleController"", ""Class/Service: AuthAppleModule"", ""Class/Service: AuthAppleService"", ""Class/Service: AuthFacebookController"", ""Class/Service: AuthFacebookModule"", ""Class/Service: AuthFacebookService"", ""Class/Service: AuthGoogleController"", ""Class/Service: AuthGoogleModule"", ""Class/Service: AuthGoogleService"", ""Class/Service: AuthGoogleLoginDto"", ""Class/Service: AuthFacebookLoginDto"", ""Class/Service: CreateUser1715028537217"", ""Class/Service: MongooseConfigService"", ""Class/Service: SeedModule"", ""Class/Service: UserSeedModule"", ""Class/Service: UserSeedService"", ""Class/Service: RoleSeedModule"", ""Class/Service: RoleSeedService""]",1,0,[],0.0,4,[],1,210.2,2026-08-27 19:48:41,
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.3491,106,69,"[""Dependency: apple-signin-auth"", ""Dependency: helmet"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: source-map-support"", ""Dependency: swagger-ui-express"", ""Dependency: typeorm"", ""Dependency: @commitlint/cli"", ""Endpoint: POST /auth/email/login"", ""Endpoint: POST /auth/email/register"", ""Endpoint: POST /auth/email/confirm"", ""Endpoint: POST /auth/email/confirm/new"", ""Endpoint: POST /auth/forgot/password"", ""Endpoint: POST /auth/reset/password"", ""Endpoint: GET /auth/me"", ""Endpoint: POST /auth/refresh"", ""Endpoint: POST /auth/logout"", ""Endpoint: PATCH /auth/me"", ""Endpoint: DELETE /auth/me"", ""Endpoint: POST /auth/apple/login"", ""Endpoint: POST /auth/facebook/login"", ""Endpoint: POST /auth/google/login"", ""Endpoint: POST /files/upload"", ""Endpoint: GET /files/:path"", ""Endpoint: GET /"", ""Endpoint: POST /users"", ""Endpoint: GET /users"", ""Endpoint: GET /users/:id"", ""Endpoint: PATCH /users/:id"", ""Endpoint: DELETE /users/:id"", ""Class/Service: AppModule"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: EnvironmentVariablesValidator"", ""Class/Service: AuthConfirmEmailDto"", ""Class/Service: AuthEmailLoginDto"", ""Class/Service: AuthForgotPasswordDto"", ""Class/Service: AuthRegisterLoginDto"", ""Class/Service: AuthResetPasswordDto"", ""Class/Service: AuthUpdateDto"", ""Class/Service: LoginResponseDto"", ""Class/Service: RefreshResponseDto"", ""Class/Service: AnonymousStrategy"", ""Class/Service: JwtRefreshStrategy"", ""Class/Service: JwtStrategy"", ""Class/Service: AuthAppleController"", ""Class/Service: AuthAppleModule"", ""Class/Service: AuthAppleService"", ""Class/Service: AuthFacebookController"", ""Class/Service: AuthFacebookModule"", ""Class/Service: AuthFacebookService"", ""Class/Service: AuthGoogleController"", ""Class/Service: AuthGoogleModule"", ""Class/Service: AuthGoogleService"", ""Class/Service: AuthGoogleLoginDto"", ""Class/Service: AuthFacebookLoginDto"", ""Class/Service: AuthAppleLoginDto"", ""Class/Service: CreateUser1715028537217"", ""Class/Service: MongooseConfigService"", ""Class/Service: SeedModule"", ""Class/Service: UserSeedModule"", ""Class/Service: UserSeedService"", ""Class/Service: RoleSeedModule"", ""Class/Service: RoleSeedService"", ""Dependency: google-auth-library""]",1,0,[],0.1667,6,['This repository contains a NestJS application with modules for statuses.'],1,156.7,2026-08-27 19:52:11,
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,gemma2:9b,raw,mistral:7b-instruct,0,0.0164,122,120,"[""Framework: nestjs ^11.1.28"", ""Language: typescript"", ""Dependency: @2toad/profanity"", ""Dependency: @aws-sdk/client-s3"", ""Dependency: @aws-sdk/client-ses"", ""Dependency: @aws-sdk/s3-request-presigner"", ""Dependency: @casl/ability"", ""Dependency: @faker-js/faker"", ""Dependency: @keyv/redis"", ""Dependency: @nestjs/axios"", ""Dependency: @nestjs/bullmq"", ""Dependency: @nestjs/cache-manager"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/config"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/passport"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: @nestjs/terminus"", ""Dependency: @nestjs/throttler"", ""Dependency: @prisma/client"", ""Dependency: @sentry/nestjs"", ""Dependency: @sentry/profiling-node"", ""Dependency: @smithy/types"", ""Dependency: @supercharge/request-ip"", ""Dependency: axios"", ""Dependency: bcryptjs"", ""Dependency: body-parser"", ""Dependency: bson-objectid"", ""Dependency: bullmq"", ""Dependency: bytes"", ""Dependency: cache-manager"", ""Dependency: case"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: crypto-js"", ""Dependency: dotenv"", ""Dependency: firebase-admin"", ""Dependency: flat"", ""Endpoint: GET /user/:userId/activity-log/list"", ""Endpoint: GET /user/activity-log/list"", ""Endpoint: GET /api-key/list"", ""Endpoint: POST /api-key/create"", ""Endpoint: PATCH /api-key/update/:apiKeyId/reset"", ""Endpoint: PUT /api-key/update/:apiKeyId"", ""Endpoint: PUT /api-key/update/:apiKeyId/date"", ""Endpoint: PATCH /api-key/update/:apiKeyId/status"", ""Endpoint: DELETE /api-key/delete/:apiKeyId"", ""Endpoint: GET /country/list"", ""Endpoint: GET /user/:userId/device/list"", ""Endpoint: DELETE /user/:userId/device/remove/:deviceOwnershipId"", ""Endpoint: GET /user/device/list"", ""Endpoint: POST /user/device/refresh"", ""Endpoint: DELETE /user/device/remove/:deviceOwnershipId"", ""Endpoint: GET /feature-flag/list"", ""Endpoint: PATCH /feature-flag/update/:featureFlagId/status"", ""Endpoint: PUT /feature-flag/update/:featureFlagId/metadata"", ""Endpoint: GET /health/aws"", ""Endpoint: GET /health/database"", ""Endpoint: GET /health/third-party"", ""Endpoint: GET /health/instance"", ""Endpoint: GET /hello"", ""Endpoint: GET /notification/list"", ""Endpoint: GET /notification/list/user-setting"", ""Endpoint: PATCH /notification/update/read/:notificationId"", ""Endpoint: POST /notification/update/read-all"", ""Endpoint: PUT /notification/update/setting"", ""Endpoint: GET /user/:userId/password-history/list"", ""Endpoint: GET /user/password-history/list"", ""Endpoint: GET /role/list"", ""Endpoint: GET /role/get/:roleId"", ""Endpoint: POST /role/create"", ""Endpoint: PUT /role/update/:roleId"", ""Endpoint: DELETE /role/delete/:roleId"", ""Endpoint: GET /role/get/:roleId/abilities"", ""Endpoint: GET /user/:userId/session/list"", ""Endpoint: DELETE /user/:userId/session/revoke/:sessionId"", ""Class/Service: JwtKeysGenerator"", ""Class/Service: AppModule"", ""Class/Service: AppEnvDto"", ""Class/Service: AppUnknownException"", ""Class/Service: AppBaseExceptionFilter"", ""Class/Service: AppGeneralFilter"", ""Class/Service: AppHttpFilter"", ""Class/Service: AppValidationImportFilter"", ""Class/Service: AppValidationFilter"", ""Class/Service: AwsModule"", ""Class/Service: AwsS3PresignRequestDto"", ""Class/Service: AwsS3PresignPartRequestDto"", ""Class/Service: AwsS3MultipartPartResponseDto"", ""Class/Service: AwsS3MultipartResponseDto"", ""Class/Service: AwsS3PresignResponseDto"", ""Class/Service: AwsS3PresignPartResponseDto"", ""Class/Service: AwsS3ResponseDto"", ""Class/Service: AwsServiceUnavailableException"", ""Class/Service: AwsS3Service"", ""Class/Service: AwsSESService"", ""Class/Service: CacheMainModule"", ""Class/Service: CommonModule"", ""Class/Service: DatabaseModule"", ""Class/Service: DatabaseIdResponseDto"", ""Class/Service: DatabaseResponseDto"", ""Class/Service: DatabaseClientFactory"", ""Class/Service: DatabaseService"", ""Class/Service: DatabaseExtensionUtil"", ""Class/Service: DatabaseUtil"", ""Class/Service: FileUploadMultipleRequestDto"", ""Class/Service: FileUploadSingleRequestDto"", ""Class/Service: FileExceedMaxDataImportException"", ""Class/Service: FileExtensionInvalidException"", ""Class/Service: FileImportException"", ""Class/Service: FileRequiredExtractFirstException"", ""Class/Service: FileRequiredException"", ""Class/Service: FileModule"", ""Class/Service: FileCsvParsePipe"", ""Class/Service: MixinFileCsvValidationPipe"", ""Class/Service: MixinFileExtensionPipe""]",1,0,[],0.1667,6,['Express'],1,309.7,2026-08-27 19:54:48,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,gemma2:9b,raw,mistral:7b-instruct,0,0.0235,85,83,"[""Framework: nestjs ^9.0.0"", ""Language: typescript"", ""Dependency: @nestjs/apollo"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/cqrs"", ""Dependency: @nestjs/event-emitter"", ""Dependency: @nestjs/graphql"", ""Dependency: @nestjs/microservices"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: apollo-server-core"", ""Dependency: apollo-server-express"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: env-var"", ""Dependency: graphql"", ""Dependency: jest-cucumber"", ""Dependency: nanoid"", ""Dependency: nestjs-console"", ""Dependency: nestjs-request-context"", ""Dependency: nestjs-slonik"", ""Dependency: oxide.ts"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: slonik"", ""Dependency: uuid"", ""Dependency: zod"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: dependency-cruiser"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.6,5,"['GraphQL API', 'Database Migrations', 'Database Seeding']",1,166.2,2026-08-27 19:59:58,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.1412,85,73,"[""Dependency: apollo-server-core"", ""Dependency: apollo-server-express"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: env-var"", ""Dependency: graphql"", ""Dependency: jest-cucumber"", ""Dependency: nanoid"", ""Dependency: nestjs-console"", ""Dependency: nestjs-request-context"", ""Dependency: nestjs-slonik"", ""Dependency: oxide.ts"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: slonik"", ""Dependency: uuid"", ""Dependency: zod"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: dependency-cruiser"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.2857,7,"['DDD principles', 'managing wallets']",1,148.1,2026-08-27 20:02:44,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.1412,85,73,"[""Dependency: apollo-server-core"", ""Dependency: apollo-server-express"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: env-var"", ""Dependency: graphql"", ""Dependency: jest-cucumber"", ""Dependency: nanoid"", ""Dependency: nestjs-console"", ""Dependency: nestjs-request-context"", ""Dependency: nestjs-slonik"", ""Dependency: oxide.ts"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: slonik"", ""Dependency: uuid"", ""Dependency: zod"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: dependency-cruiser"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.5,4,"['GraphQL', 'slonik']",1,147.9,2026-08-27 20:05:12,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,gemma2:9b,raw,mistral:7b-instruct,0,0.2424,66,50,"[""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/hapi__joi"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: jest"", ""Dependency: prettier"", ""Dependency: supertest"", ""Dependency: ts-jest"", ""Dependency: ts-loader"", ""Dependency: ts-node"", ""Dependency: tsconfig-paths"", ""Dependency: typeorm"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: class-transformer"", ""Dependency: passport"", ""Dependency: @types/passport-jwt"", ""Class/Service: AuthCredentialsDto"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: JwtStrategy"", ""Class/Service: User"", ""Class/Service: UsersRepository"", ""Class/Service: CreateTaskDto"", ""Class/Service: GetTasksFilterDto"", ""Class/Service: UpdateTaskStatusDto"", ""Class/Service: Task"", ""Class/Service: TasksController"", ""Class/Service: TasksModule"", ""Class/Service: TasksRepository"", ""Class/Service: TasksService"", ""Class/Service: TransformInterceptor"", ""Endpoint: POST /auth/signup"", ""Endpoint: POST /auth/signin"", ""Endpoint: GET /tasks/:id"", ""Endpoint: PATCH /tasks/:id/status""]",1,0,[],0.4,5,"['bcryptjs', 'jsonwebtoken']",1,53.6,2026-08-27 20:07:40,
